"PlotID","Date","Collector","Latitude","Longitude","Site Description","Ecosystem Class","Additional Class","Aspect","Elevation _m","Comments","Densio10","Densio20","Densio30","Densio40","Percent_Canopy_Cover","Prism_Hits","Dominant_Tree","Second_Tree","Tree_Size_Class"
680.00,7/2/2015 0:00:00,"JM",46.66,-113.84,"0","GUM","0","145",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
680.00,8/7/2015 0:00:00,"JM",46.66,-113.84,"0","GUM","0","127",1855.68,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
680.00,9/9/2015 0:00:00,"JM",46.66,-113.84,"0","GUM","0","115",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
680.00,9/23/2015 0:00:00,"JM",46.66,-113.84,"0","GUM","0","135",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
681.00,6/23/2014 0:00:00,"JM, MB, EF",46.47,-113.90,"Grassland",,,"256",,"0",8.00,5.00,8.00,20.00,"43",6.00,"PSEMEN",,
681.00,7/10/2014 0:00:00,"EF",46.47,-113.90,"Grassland",,,"270",,"0",6.00,4.00,4.00,5.00,"20",4.00,"PSEMEN",,
681.00,9/4/2014 0:00:00,"JM",46.48,-113.90,"Grassland",,,"260",,"0",0.00,0.00,20.00,4.00,"25",3.00,"PSEMEN",,
681.00,9/23/2014 0:00:00,"JM",46.47,-113.90,"Grassland",,,"270",,"0",0.00,6.00,4.00,0.00,"10",3.00,"PSEMEN",,
681.00,5/28/2015 0:00:00,"LS,KB,MD,JM,RD",46.47,-113.90,"0","GUM","0","231",0.00,"0",0.00,19.00,0.00,9.00,"7",2.00,"PSEMEN","PINPON","3"
681.00,6/16/2015 0:00:00,"JM, KB",46.47,-113.90,"0","GUM","0","264",0.00,"0",7.00,7.00,0.00,16.00,"8",5.00,"PSEMEN","2","0"
681.00,7/3/2015 0:00:00,"LS",46.47,-113.90,"0","GUM","0","260",0.00,"0",0.00,18.00,0.00,0.00,"4",2.00,"PSEMEN","PINPON","3"
681.00,8/7/2015 0:00:00,"JM",46.47,-113.90,"0","GUM","0","234",1838.05,"0",0.00,20.00,0.00,22.00,"10.5",4.00,"PSEMEN","PINPON","2"
681.00,9/9/2015 0:00:00,"JM",46.47,-113.90,"0","GUM","0","256",0.00,"0",0.00,21.00,0.00,10.00,"8",2.00,"PSEMEN","PINPON","2"
681.00,9/23/2015 0:00:00,"EF",46.47,-113.90,"0","GUM","0","240",0.00,"0",2.00,4.00,2.00,8.00,"4",5.00,"PSEMEN","PINPON","3"
682.00,5/20/2015 0:00:00,"LS, JM, MD, RD",46.69,-113.98,"0","GLM","0","315",0.00,"Moved plot",0.00,0.00,0.00,0.00,"0",0.00,"0","0",
682.00,6/15/2015 0:00:00,"RAD",46.69,-113.98,"0","GLM","0","308",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
682.00,7/2/2015 0:00:00,"MD,LS",46.69,-113.98,"0","GLM","0","408",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
682.00,7/15/2015 0:00:00,"LS",46.69,-113.98,"0","GLM","0","290",1599.45,"this is a phenology plot and was relocated on 5/20/15",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
682.00,9/9/2015 0:00:00,"MD",46.69,-113.98,"0","GLM","0","317",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
682.00,9/23/2015 0:00:00,"LS",46.69,-113.98,"0","GLM","0","288",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
683.00,7/15/2015 0:00:00,"JM",46.69,-113.98,"0","GLM","0","280",1557.53,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
684.00,7/15/2015 0:00:00,"LS",46.79,-113.98,"0","GLM","0","274",1562.37,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
685.00,7/15/2015 0:00:00,"JM, LS",46.69,-113.98,"0","GLM","0","297",1536.10,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
686.00,5/20/2015 0:00:00," LS, JM, MD",46.68,-113.98,"0","GLM","0","299",0.00,"moved plot",0.00,0.00,0.00,0.00,"0",0.00,"0","0",
686.00,6/15/2015 0:00:00,"LS,LE",46.69,-113.98,"0","GLM","0","322",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
686.00,7/2/2015 0:00:00,"LS,MD",46.69,-113.98,"0","GLM","0","342",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
686.00,7/15/2015 0:00:00,"JM",46.69,-113.98,"0","GLM","0","312",1617.91,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
686.00,9/9/2015 0:00:00,"MD",46.68,-113.98,"0","GLM","0","323",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
686.00,9/23/2015 0:00:00,"LS",46.69,-113.98,"0","GLM","0","343",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
690.00,8/25/2015 0:00:00,"MD",46.69,-113.98,"0","OPP","0","165",,"0",24.00,5.00,2.00,3.00,"8.5",4.00,"PINPON","0","3"
691.00,8/25/2015 0:00:00,"MD",46.69,-113.97,"0","OPP","0","271",,"0",11.00,2.00,3.00,7.00,"5.75",5.00,"PINPON","0","3"
692.00,8/25/2015 0:00:00,"JM",46.69,-113.98,"0","OPP","GUM","234",,"0",2.00,0.00,8.00,7.00,"4.25",1.00,"PINPON","PSEMEN","2"
693.00,8/25/2015 0:00:00,"JM,MD",46.69,-113.97,"0","OPP","GUM","178",,"0",7.00,20.00,24.00,13.00,"16",3.00,"PINPON","0","3"
694.00,8/25/2015 0:00:00,"JM",46.69,-113.98,"0","OPP","GUM","252",,"0",4.00,8.00,18.00,3.00,"8.25",3.00,"PINPON","0","3"
695.00,8/25/2015 0:00:00,"EF",46.70,-113.99,"0","OPP","0","210",,"0",1.00,2.00,5.00,2.00,"2.5",2.00,"PINPON","0","3"
696.00,8/25/2015 0:00:00,"EF",46.70,-113.99,"0","OPP","0","170",,"0",0.00,4.00,1.00,0.00,"1.25",1.00,"PINPON","0","4"
697.00,8/25/2015 0:00:00,"LS",46.69,-113.99,"0","OPP","0","288",,"0",0.00,10.00,1.00,5.00,"4",3.00,"PINPON","PSEMEN","3"
698.00,8/25/2015 0:00:00,"LS",46.69,-113.99,"0","OPP","0","281",,"0",5.00,3.00,6.00,12.00,"6.5",6.00,"PINPON","PSEMEN","3"
699.00,8/25/2015 0:00:00,"LS",46.69,-114.00,"0","OPP","0","278",,"0",0.00,7.00,1.00,0.00,"2",4.00,"PINPON","PSEMEN","3"
700.00,7/28/2014 0:00:00,"EF",46.00,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"75",1535.00,"0",1.00,2.00,2.00,5.00,"10.4",5.00,"PSEMEN",,
701.00,7/29/2014 0:00:00,"JM",46.00,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"214",1580.00,"0",0.00,0.00,0.00,1.00,"1.0",1.00,"PSEMEN",,
702.00,7/29/2014 0:00:00,"JM",46.00,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"118",1521.00,"0",0.00,0.00,3.00,7.00,"10.4",7.00,"PSEMEN",,
703.00,7/29/2014 0:00:00,"EF",46.00,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"48",1579.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
709.00,7/30/2014 0:00:00,"JM",45.97,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"156",1372.00,"0",0.00,0.00,1.00,1.00,"2.1",1.00,"PSEMEN",,
711.00,7/30/2014 0:00:00,"EF",45.97,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"110",1384.00,"Plot moved 36m to place it in the forest and away from 709.",7.00,3.00,6.00,2.00,"18.7",2.00,"PSEMEN",,
712.00,7/30/2014 0:00:00,"EF, JM",45.97,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"88",1402.00,"Plot moved from barely-burned wetland to moderately burned Forest.",10.00,9.00,9.00,2.00,"31.2",2.00,"PSEMEN",,
713.00,7/29/2014 0:00:00,"EF, JM",45.97,-114.02,"Burned Forest","Burned Forest 6-15yrs",,"330",1438.00,"Plot moved 40m uphill due to super steep slope below the road cut.",9.00,5.00,13.00,6.00,"34.3",6.00,"PSEMEN",,
719.00,7/29/2014 0:00:00,"EF",46.00,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"104",1594.00,"0",1.00,9.00,7.00,4.00,"21.8",4.00,"PSEMEN",,
720.00,7/29/2014 0:00:00,"EF",45.99,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"56",1460.00,"Plot moved 15m to keep in same habitat type.",0.00,13.00,10.00,7.00,"6",10.00,"PSEMEN",,
722.00,7/29/2014 0:00:00,"JM",46.00,-114.03,"Burned Forest","Burned Forest 6-15yrs",,"175",1597.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
723.00,7/28/2014 0:00:00,"JM, EF",46.00,-114.02,"Burned Forest","Burned Forest 6-15yrs",,"95",1408.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
724.00,8/12/2015 0:00:00,"JM",45.96,-113.99,"0","WF2","FMC","343",1527.65,"0",2.00,14.00,1.00,0.00,"4.25",6.00,"PINPON","PSEMEN","2"
725.00,8/12/2015 0:00:00,"JM,MD",45.96,-113.99,"0","WF2","FMC","32",1475.91,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINCON","PSEMEN","1"
726.00,8/12/2015 0:00:00,"JM",45.96,-113.99,"0","WF2","FMC","27",1511.41,"0",0.00,9.00,7.00,4.00,"5",5.00,"PINPON","PSEMEN","2"
727.00,8/12/2015 0:00:00,"MD",46.96,-113.99,"0","WF2","FMC","28",1518.38,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
728.00,8/12/2015 0:00:00,"MD",45.95,-113.99,"0","WF2","FMC","14",1584.67,"0",24.00,21.00,2.00,23.00,"17.5",11.00,"PINPON","PSEMEN","3"
734.00,8/27/2014 0:00:00,"MB",46.66,-113.81,"Burned Forest","Burned Forest 6-15yrs",,"174",1752.00,"GAP completed at this plot",6.00,7.00,12.00,9.00,"35.4",9.00,"PSEMEN",,
736.00,8/27/2014 0:00:00,"MB",46.66,-113.81,"Burned Forest","Burned Forest 6-15yrs",,"154",1711.00,"0",16.00,21.00,17.00,13.00,"69.7",13.00,"PSEMEN",,
789.00,8/21/2014 0:00:00,"MB",46.11,-114.02,"Burned Forest","Burned Forest 6-15yrs",,"310",1549.00,"GAP completed at this plot.",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
790.00,8/21/2014 0:00:00,"TA",46.11,-114.02,"Burned Forest","Burned Forest 6-15yrs",,"342",1490.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINCON",,
791.00,8/21/2014 0:00:00,"TA",46.11,-114.02,"Burned Forest","Burned Forest 6-15yrs",,"2",1575.00,"0",4.00,2.00,12.00,8.00,"27.0",8.00,"PSEMEN",,
793.00,8/21/2014 0:00:00,"MB",46.11,-114.02,"Burned Forest","Burned Forest 6-15yrs",,"54",1541.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"POPTRE",,
794.00,7/31/2014 0:00:00,"JM",45.96,-113.95,"Burned Forest","Burned Forest 6-15yrs",,"344",1714.00,"0",3.00,2.00,5.00,0.00,"10.4",0.00,"PSEMEN",,
795.00,7/31/2014 0:00:00,"JM",45.95,-113.95,"Burned Forest","Burned Forest 6-15yrs",,"224",1694.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
796.00,7/31/2014 0:00:00,"EF",45.96,-113.95,"Burned Forest","Burned Forest 6-15yrs",,"170",1716.00,"0",23.00,7.00,4.00,22.00,"58.2",22.00,"PSEMEN",,
797.00,7/30/2014 0:00:00,"JM",45.96,-113.95,"Burned Forest","Burned Forest 6-15yrs",,"224",1671.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
798.00,7/30/2014 0:00:00,"EF",45.96,-113.95,"Burned Forest","Burned Forest 6-15yrs",,"17",1703.00,"0",8.00,3.00,1.00,0.00,"12.5",0.00,"PINPON",,
799.00,7/25/2014 0:00:00,"MB",46.67,-113.85,"Burned Forest","Burned Forest 6-15yrs",,"262",1622.00,"Gap completed at this plot",0.00,0.00,0.00,0.00,"0.0",0.00,"PINCON",,
800.00,7/25/2014 0:00:00,"TA",46.67,-113.85,"Burned Forest","Burned Forest 6-15yrs",,"132",1617.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
802.00,7/25/2014 0:00:00,"MB",46.67,-113.85,"Burned Forest","Burned Forest 6-15yrs",,"120",1713.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
824.00,8/12/2015 0:00:00,"EF",45.86,-114.06,"0","WF2","FMC","125",1369.23,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
825.00,8/12/2015 0:00:00,"EF",45.86,-114.06,"0","WF2","FMC","120",1362.13,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
826.00,8/12/2015 0:00:00,"LS",45.86,-114.07,"0","WF2","FMC","200",1472.21,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
827.00,8/12/2015 0:00:00,"EF",45.86,-114.06,"0","WF2","FMC","156",1478.87,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
828.00,8/12/2015 0:00:00,"LS",45.87,-114.07,"0","WF2","FMC","258",1492.84,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
844.00,7/24/2014 0:00:00,"MB TA",46.68,-113.84,"Burned Forest","Burned Forest 6-15yrs",,"218",1944.00,"Gap done at this plot. No shrubs were present.",0.00,3.00,2.00,0.00,"5.2",0.00,"PINCON",,
845.00,7/24/2014 0:00:00,"TA",46.67,-113.84,"Burned Forest","Burned Forest 6-15yrs",,"262",1782.00,"0",0.00,1.00,5.00,2.00,"8.3",2.00,"PINCON",,
846.00,7/24/2014 0:00:00,"MB TA",46.67,-113.84,"Burned Forest","Burned Forest 6-15yrs",,"220",1974.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINCON",,
847.00,7/24/2014 0:00:00,"TA",46.67,-113.84,"Burned Forest","Burned Forest 6-15yrs",,"266",1710.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINCON",,
848.00,7/24/2014 0:00:00,"MB",46.67,-113.84,"Burned Forest","Burned Forest 6-15yrs",,"222",1833.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
864.00,8/7/2014 0:00:00,"MB",45.51,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"248",2193.00,"GAP completed at this plot.",6.00,13.00,11.00,8.00,"39.5",8.00,"PINCON",,
865.00,8/7/2014 0:00:00,"MB",45.51,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"272",2256.00,"0",16.00,13.00,14.00,9.00,"54.1",9.00,"PINCON",,
866.00,8/7/2014 0:00:00,"MB",45.51,-114.26,"Burned Forest","Burned Forest 0-5yrs",,"18",2191.00,"0",7.00,12.00,9.00,7.00,"36.4",7.00,"PSEMEN",,
868.00,8/7/2014 0:00:00,"MB",45.51,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"262",2225.00,"0",9.00,3.00,7.00,12.00,"32.2",12.00,"PSEMEN",,
869.00,8/6/2014 0:00:00,"MB",45.50,-114.29,"Burned Forest","Burned Forest 0-5yrs",,"264",2039.00,"GAP completed at this plot",3.00,0.00,5.00,12.00,"20.8",12.00,"PSEMEN",,
871.00,8/6/2014 0:00:00,"MB",45.50,-114.29,"Burned Forest","Burned Forest 0-5yrs",,"8",2115.00,"0",9.00,13.00,13.00,11.00,"47.8",11.00,"PINCON",,
872.00,8/6/2014 0:00:00,"MB",45.50,-114.29,"Burned Forest","Burned Forest 0-5yrs",,"252",2073.00,"0",5.00,2.00,11.00,0.00,"18.7",0.00,"PSEMEN",,
873.00,8/6/2014 0:00:00,"MB",45.50,-114.29,"Burned Forest","Burned Forest 0-5yrs",,"248",2087.00,"0",0.00,0.00,0.00,5.00,"5.2",5.00,"PSEMEN",,
874.00,8/5/2014 0:00:00,"MB",45.53,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"316",2034.00,"GAP completed at this plot.",8.00,12.00,2.00,8.00,"31.2",8.00,"PINCON",,
875.00,8/5/2014 0:00:00,"MB",45.53,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"332",2084.00,"No 20m Clip Plot",0.00,5.00,17.00,12.00,"35.4",12.00,"PINCON",,
876.00,8/5/2014 0:00:00,"MB",45.53,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"308",2042.00,"No 40m Clip Plot.",2.00,4.00,7.00,4.00,"17.7",4.00,"PINCON",,
877.00,8/5/2014 0:00:00,"MB",45.53,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"178",2018.00,"877 was not in a burn. Moved plot on same contour and aspect 50 feet from original location.",15.00,12.00,12.00,9.00,"49.9",9.00,"PINCON",,
878.00,8/5/2014 0:00:00,"MB",45.53,-114.27,"Burned Forest","Burned Forest 0-5yrs",,"340",2130.00,"No 20m Clip Plot",6.00,11.00,2.00,3.00,"22.9",3.00,"PINCON",,
880.00,8/10/2015 0:00:00,"LS",45.50,-114.47,"0","WF1","MFLP","88",1840.83,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
881.00,8/10/2015 0:00:00,"LS",45.50,-114.47,"0","WF1","MFLP","104",1851.78,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
882.00,8/10/2015 0:00:00,"EF",45.51,-114.47,"0","WF1","MFLP","160",1858.49,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
883.00,8/10/2015 0:00:00,"EF",45.50,-114.47,"0","WF1","MFLP","200",1834.39,"plot moved 30m away from large boulder outcrop",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
884.00,8/14/2015 0:00:00,"MD",46.25,-113.79,"0","WF1","0","213",2203.14,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
885.00,8/13/2015 0:00:00,"MD",46.25,-113.80,"0","WF1","0","176",2155.68,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
886.00,8/14/2015 0:00:00,"JM",46.26,-113.80,"0","WF1","0","157",2215.28,"0",1.00,0.00,0.00,0.00,"0.25",0.00,"0","0","0"
887.00,8/14/2015 0:00:00,"MD",46.26,-113.80,"0","WF1","0","183",2181.01,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
888.00,8/13/2015 0:00:00,"JM",46.25,-113.80,"0","WF1","0","174",2130.73,"0",3.00,4.00,3.00,3.00,"3.25",0.00,"0","0","0"
889.00,8/14/2014 0:00:00,"MB TA",46.32,-114.23,"Burned Forest","Burned Forest 6-15yrs",,"34",1447.00,"GAP completed at this plot.",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
891.00,8/14/2014 0:00:00,"TA",46.32,-114.24,"Burned Forest","Burned Forest 6-15yrs",,"20",1483.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"LAROCC",,
892.00,8/14/2014 0:00:00,"MB",46.31,-114.24,"Burned Forest","Burned Forest 6-15yrs",,"68",1571.00,"Plot 10m was within a large SALI SP. >2m. BD was taken but not sure if it is needed because of its size.",0.00,0.00,0.00,0.00,"0.0",0.00,"LAROCC",,
894.00,8/15/2014 0:00:00,"MB",46.32,-114.25,"Burned Forest","Burned Forest 6-15yrs",,"160",1688.00,"GAP completed at this plot. Plant samples were wet when collected. Wet weights may be inaccurate.",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
896.00,8/15/2014 0:00:00,"MB",46.32,-114.24,"Burned Forest","Burned Forest 6-15yrs",,"22",1622.00,"No 40m clip plot.",0.00,0.00,0.00,0.00,"0.0",0.00,"LAROCC",,
898.00,8/15/2014 0:00:00,"TA",46.32,-114.24,"Burned Forest","Burned Forest 6-15yrs",,"88",1680.00,"plants collected wet. wet weights may be inaccurate.",0.00,0.00,0.00,0.00,"0.0",0.00,"PINCON",,
907.00,8/13/2015 0:00:00,"JM",46.24,-113.84,"0","WF1","0","215",1891.65,"Moved plot.",3.00,3.00,6.00,0.00,"3",1.00,"ABILAS","PINCON","3"
908.00,8/13/2015 0:00:00,"MD",46.24,-113.84,"0","WF1","0","202",1943.06,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
909.00,8/13/2015 0:00:00,"JM",46.24,-113.84,"0","WF1","0","230",1950.25,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
911.00,8/13/2015 0:00:00,"MD",46.24,-113.84,"0","WF1","0","123",1962.15,"0",0.00,5.00,3.00,0.00,"2",2.00,"PSEMEN","0","3"
912.00,8/4/2014 0:00:00,"MB",45.53,-114.35,"Burned Forest","Burned Forest 0-5yrs",,"212",2075.00,"GAP completed at this plot.",3.00,3.00,5.00,2.00,"13.5",2.00,"PSEMEN",,
913.00,8/4/2014 0:00:00,"MB",45.52,-114.35,"Burned Forest","Burned Forest 0-5yrs",,"262",1935.00,"0",2.00,4.00,3.00,0.00,"9.4",0.00,"PINCON",,
914.00,8/4/2014 0:00:00,"MB",45.53,-114.35,"Burned Forest","Burned Forest 0-5yrs",,"268",2047.00,"0",2.00,0.00,4.00,2.00,"8.3",2.00,"PSEMEN",,
916.00,8/4/2014 0:00:00,"MB",45.53,-114.35,"Burned Forest","Burned Forest 0-5yrs",,"282",2056.00,"0",3.00,4.00,6.00,3.00,"16.6",3.00,"PSEMEN",,
917.00,8/10/2015 0:00:00,"MD",45.55,-114.36,"0","WF1","0","336",2158.89,"plot moved",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
918.00,8/10/2015 0:00:00,"JM",45.55,-114.36,"0","WF1","0","329",2123.82,"Moved plot closer to road.",4.00,2.00,1.00,1.00,"2",0.00,"0","0","0"
919.00,8/10/2015 0:00:00,"MD",45.55,-114.36,"0","WF1","0","329",2021.42,"plot moved",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
920.00,8/10/2015 0:00:00,"JM",45.55,-114.36,"0","WF1","0","66",2061.38,"Moved plot closer to road.",2.00,1.00,1.00,1.00,"1.25",0.00,"0","0","0"
931.00,7/16/2014 0:00:00,"MB",46.77,-114.21,"Burned Forest","Burned Forest 0-5yrs",,"138",1609.00,"No veg for 20m clip plot",5.00,7.00,0.00,5.00,"17.7",5.00,"PINCON",,
933.00,7/16/2014 0:00:00,"MB",46.77,-114.21,"Burned Forest","Burned Forest 0-5yrs",,"90",1610.00,"No veg in 40m clip plot",2.00,0.00,2.00,3.00,"7.3",3.00,"PINCON",,
934.00,7/16/2014 0:00:00,"MB",46.77,-114.21,"Burned Forest","Burned Forest 0-5yrs",,"260",1542.00,"0",4.00,11.00,9.00,2.00,"27.0",2.00,"PINPON",,
935.00,7/16/2014 0:00:00,"MB",46.76,-114.21,"Burned Forest","Burned Forest 0-5yrs",,"74",1600.00,"No clip plot veg at 0m and 20m",8.00,3.00,0.00,0.00,"11.4",0.00,"PINCON",,
950.00,8/1/2014 0:00:00,"TH",46.71,-114.03,"Agriculture","Restoration",,"284",993.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
951.00,8/20/2014 0:00:00,"TH",46.68,-114.03,"Agriculture","Restoration",,"224",1011.00,"Field has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
952.00,8/18/2014 0:00:00,"TH",46.67,-114.01,"Agriculture","Restoration",,"239",1101.00,"Field has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
953.00,8/8/2014 0:00:00,"TH",46.67,-114.02,"Agriculture","Restoration",,"264",1045.00,"Field has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
954.00,8/7/2014 0:00:00,"TH",46.68,-114.02,"Agriculture","Dry Ag",,"251",1014.00,"Field has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
955.00,8/18/2014 0:00:00,"TH",46.68,-114.02,"Agriculture","Dry Ag",,"200",1009.00,"Field has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
956.00,8/8/2014 0:00:00,"TH",46.68,-114.03,"Agriculture","Dry Ag",,"205",1044.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
957.00,8/8/2014 0:00:00,"TH",46.68,-114.03,"Agriculture","Dry Ag",,"270",1022.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
958.00,8/20/2014 0:00:00,"TH",46.67,-114.02,"Agriculture","Irrigated Ag",,"277",1023.00,"Wet, irrigated center pivot",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
959.00,8/22/2014 0:00:00,"TH",46.68,-114.03,"Agriculture","Irrigated Ag",,"140",1040.00,"Wet irrigated pivot; has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
960.00,8/22/2014 0:00:00,"TH",46.68,-114.03,"Agriculture","Irrigated Ag",,"207",1049.00,"Point has been moved from origi0l location. Wet irrigated pivot; has been mechanically cut",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
961.00,8/20/2014 0:00:00,"TH",46.67,-114.02,"Agriculture","Irrigated Ag",,"282",1030.00,"wet center pivot",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
1016.00,8/26/2015 0:00:00,"LS",46.45,-113.76,"0","RX1","FMC","130",1642.92,"0",13.00,15.00,7.00,12.00,"11.75",2.00,"PSEMEN","PINPON","3"
1017.00,8/26/2015 0:00:00,"LS",46.45,-113.76,"0","RX1","FMC","134",1872.26,"0",12.00,18.00,10.00,9.00,"12.25",3.00,"PINPON","PSEMEN","3"
1018.00,8/26/2015 0:00:00,"MD",46.45,-113.76,"0","RX1","FMC","99",1631.08,"0",1.00,11.00,9.00,6.00,"6.75",10.00,"PSEMEN","JUNSCO","2"
1019.00,8/26/2015 0:00:00,"JM",46.45,-113.76,"0","RX 1","FMC","130",1812.64,"0",11.00,3.00,4.00,1.00,"4.75",7.00,"PSEMEN","PINPON","3"
1020.00,8/26/2015 0:00:00,"JM",46.45,-113.76,"0","RX 1","FMC","128",1762.24,"0",0.00,5.00,11.00,9.00,"6.25",3.00,"PSEMEN","PINPON","3"
1022.00,7/28/2015 0:00:00,"RD",46.41,-113.69,"0","RX1","FMC","301",1688.21,"No visual indication of burn though some trees look stressed.",9.00,24.00,6.00,12.00,"12.75",13.00,"PSEMEN","PINPON","3"
1023.00,7/28/2015 0:00:00,"RD",46.41,-113.70,"0","RX1","FMC","276",1647.27,"Patchy evidence of char.",15.00,14.00,7.00,2.00,"9.5",7.00,"PSEMEN","PINPON","3"
1026.00,7/29/2015 0:00:00,"RD LS",46.45,-113.68,"0","RX2","SWP","323",2397.81,"no evidence of recent burn",9.00,10.00,8.00,16.00,"10.75",11.00,"PINALB","ABILAS","2"
1028.00,7/29/2015 0:00:00,"RD LS",46.45,-113.68,"0","RX2","SWP","310",2430.12,"no visible recent burn evidence",6.00,10.00,16.00,6.00,"9.5",22.00,"PINCON","PINALB","2"
1034.00,7/28/2015 0:00:00,"MD",46.50,-113.74,"0","RX1","FMC","241",1634.93,"0",23.00,24.00,24.00,24.00,"23.75",15.00,"PSEMEN","PINPON","3"
1035.00,7/28/2015 0:00:00,"MD",46.50,-113.75,"0","RX1","FMC","215",1690.68,"0",15.00,14.00,13.00,24.00,"16.5",5.00,"PSEMEN","PINPON","3"
